manifestation_id	name
210	Magirotti, Frater Philargyri.
210	Bombomachides, Centurio.
210	Nicocosmus & Frangipanus, Sophophili famailiares.
210	Labrax, fictus decurio.
210	Turba militum.
213	Achaz.
213	Manasses.
213	Momus.
213	Merodach.
213	Conscientie.
213	Goddelycke Berm-herticheyt.
224	Eersucht.
224	Adonias.
224	David.
224	Salomon.
224	Rechtveerdigheyt.
224	Abiathar.
224	Ioab.
224	Nathan.
224	Bethseba.
224	Sadoc.
224	Ionathas.
234	Prefet de la Sodalité  (Gabriel de Fraye)
234	Malade imaginaire  (Josse Couteaux)
234	Frere du Malade  (Nicolas Clocquet)
234	Neveu du Malade  (Adrien Cloetingh)
234	Fils du Malade  (Jean Gambier)
234	Fils du Malade  (Pierre Lauwens)
234	Domestiques du Malade  (François Van Schoonendonck) & (Corneille Borremans) & (Gerard Barnaba) & (Wynand de Vos) & (Laurent Ramlo) & (Maximilien Henraert)
234	Medecin  (Charles de Wacquant)
234	Apotiquaire  (Jean Salmon)
234	Confident de Mr. Clitandre  (Claude de Quickelberghe)
234	Valet de Ceraste  (Humbert Borremans)
234	Marchand  (François Neny)
235	Christus.
235	Angelus.
235	Iudas.
235	Chorus.
235	Discipuli.
235	Petrus.
235	Ioannes.
235	Syra ancilla.
235	Ancilla altera.
235	Annas,
235	Malchus.
235	Sanga servus.
235	Falsi testes.
235	Sannio servus.
235	Chorus sacerdotum.
235	Caiphas.
235	Tortores.
235	Parmeno.
235	Circus.
235	Alecto.
235	Pilatus.
235	Syrun.
235	Herodes.
235	Chorus herodinorum.
235	Chorus lorariorum.
235	Chorus Iudaeorum.
235	Luciae uxor Pilati.
235	Dorus eius famulus.
235	Maria Christi mater.
235	Chorus mulierum Solymidarum.
235	Simon Cirineus.
235	Brumax.
235	Sandalio.
235	Sangax.
235	Viantes.
235	Principes sacerdotum.
235	Latro sinister.
235	Latro dexter.
235	Magdalene.
235	Ioseph Arimatheus.
235	Nicodemus.
235	Centurio.
241	Typhlus.
241	Simeon.
241	Anna.
241	Iesus.
241	Ioannes.
241	Petrus.
241	Ignatius.
241	Myda.
241	Melchias.
241	Iudas.
241	Cleophas.
241	Isachar.
241	Azarias.
246	Prologus.
246	Micio, senex.
246	Demea, senex.
246	Sannio, leno.
246	Aeschinus, adolescens.
246	Syrus, servus.
246	Ctesipho, adolescens.
246	Sostrata, matrona.
246	Canthara, nutrix.
246	Pamphila, puerpera.
246	Geta, servus.
246	Hegio, senex.
246	Dromo. servus.
246	Personae mutae:
246	Babylo.
246	Storax, servus.
246	Parmeno, servus.
247	Prologus.
247	Simo, senex.
247	Sosia, servus.
247	Davus, servus.
247	Mysis, ancilla.
247	Pamphilus, adolescens.
247	Charinus, adolescens.
247	Byrrhia, servus.
247	Lesbia, obstetrix.
247	Glycerium, alias Pasibula, Chremetis filia.
247	Chremes, senex.
247	Crito, hospes.
247	Dromo, servus.
247	Personae mutae:
247	Archillis, ancilla.
247	Chrysis, meretrix.
247	Niceratus, adolescens.
248	Prologus.
248	Phaedria, adolescens.
248	Parmeno, servus.
248	Thais, meretrix.
248	Gnatho, parasitus.
248	Chaerea, adolescens.
248	Thraso, miles.
248	Pythias, ancilla.
248	Chremes, senex.
248	Antipho, adolescens.
248	Dorias, ancilla.
248	Dorus, eunuchus.
248	Sanga, servus.
248	Sophrona, nutrix.
248	Laches, senex.
248	Personae mutae:
248	Strato, militis servus.
248	Simalio, servus.
248	Donax, servus.
248	Syriscus, servus.
248	Sannio, servus.
248	Pamphila, adolescentula, omnibus amica.
249	Prologus.
249	Chremes, senex.
249	Menedemus, senez.
249	Clitipho, adolescens.
249	Clinia, adolescens.
249	Syrus, servus.
249	Dromo, servus.
249	Sostrata, matrona.
249	Phrygia, ancilla.
249	Bacchis, meretrix.
249	Antiphila, Chremetis filia.
249	Nutrix.
249	Personae mutae:
249	Phanocrates, senex.
249	Archonides, senex.
250	Prologus.
250	Philotis, meretrix.
250	Syra, anus.
250	Parmeno, servus.
250	Laches, senex.
250	Sostrata, mulier.
250	Phidippus, senex.
250	Pamphilus, adolescens.
250	Myrrhina, mulier.
250	Sosia, servus.
250	Bacchis, meretrix.
250	Personae mutae:
250	Philumena.
250	Scirtus, puer.
251	Prologus.
251	Phormio, parasitus.
251	Demipho, senex.
251	Antipho, adolescens.
251	Geta, servus.
251	Dorio, leno.
251	Chremes, senex.
251	Phaedria, adolescens.
251	Davus, servus.
251	Sophrona, nutrix.
251	Nausistrata, matrona.
251	Hegio, advocatus.
251	Cratinus, advocatus.
251	Crito, advocatus.
251	Personae mutae:
251	Dorcium, ancilla.
251	Phanium, adolescentula.
267	Assuereus.
267	Aman.
267	Mardochaeus.
267	Esther.
270	Wosranus.
270	Ninus.
270	Ugolinus.
270	Aristobaeus.
270	Hetruria.
274	Clodoaldus, Prince van Denemarcken.
274	Faustinus.
274	Ischyrion.
274	Hildegardis.
274	Irminsul, Godt.
274	Hyacinthus.
274	Carolus den Grooten.
274	Wintikindus, Hertogh van Saxenlandt.
281	Alastor.
281	Chorus.
281	Tyrannus.
281	Ahitophel.
281	Eubulus.
281	Satelles.
281	Princeps.
281	Eusebius.
281	Nuncius.
281	Vates.
282	Alastor.
284	Alexander, Coninck van Schotlandt.
284	Alexander, Erfgenaem van het Ryck zyns Vaders.
284	Mathildis, Zuster van Alexander.
284	Jacobus, Broeder van Alexander, Thyrsis genoemt.
284	Choor.
284	Philopolemus.
284	Genius van Alexander.
289	Pelargus, pater.
289	Eubulus, is patri est à consiliis.
289	Acolastus. filius prodigus.
289	Philautus, hic filio est à consiliis.
289	Pamphagus, parasitus.
289	Pantolabus, scurra.
289	Sannio, leno.
289	Syrus, lenonis seruus.
289	Bromia, lenonis ancilla.
289	Lais, meretrix.
289	Syra, Laidis pedissequa.
289	Chremes, rusticus.
291	Nehemias pocillator regius.
291	Satibarzanes aulicus.
291	Hananus, & Sadocus, & Azarias, & Eliasibus, } Iudaei.
291	Birria servus.
291	Lesbia ancilla.
291	Gosemus, & Sanaballatus, & Tobias, } Iudaeorum hostes.
291	Simalio, & Sanga, } milites.
316	Boleslaus Rex.
324	Nympha Lovaniensis.
324	Genii duo.
325	Phoebus.
325	Lovaniensis Eremus.
325	Minerva.
331	Hormisda.
331	Chosroes.
331	Barames.
331	Bindois.
332	Strophio.
332	Phorbas.
334	Angelus, prologízôn.
334	Iosephus.
334	Magi Tres.
334	Angeli plures.
334	Herodes.
334	Legati.
334	Mariamne, uxor Herodis.
334	Tisiphone, caeteris Furiis comitata.
334	Anna, Prophetis.
334	Satellites.
334	Senex.
334	Matres Bethlehemitica.
334	Nuncius.
334	Matres Hierosolymitanae.
334	Chori duo primi, Vatum ac Piorum, tertius Senum Hebraeorum, quartus Militum Romanorum.
337	Philoxenus senex.
337	Pistoclerus adolescens.
337	Lydus servus.
337	Mnesilochus, & Sosicles, & Cliomachus, & Menaechmus, } adolescentes.
337	Davus servus.
337	Lorarii 4.
337	Nicobulus senex.
337	Messenio servus.
361	Daniel.
361	Baltassar, Coning van Babylonien.
361	Cyrus, Coning van Persien.
361	Nitocris, Coningin van Babylonien.
361	Darius, Coning der Meden.
361	Gobrias & Gadata, Veldoversten van Baltassar.
361	Hovelingen.
361	Afgoden Priesters.
361	Waarseggers.
361	Geest van Nabuchodosor.
362	Charmides.
362	Charinus & Pamphilus, Soonen van Charmides.
362	Sosia, Kne
378	Megadorus Senex.
378	Diabolus Leno.
378	Hedylogus Servus.
378	Gulo Parasitus.
378	Sarcophitia Meretrix.
378	Cupido, & Bacchus, & Mars, } Latrones.
378	Aegio Adolescens.
378	Eubolus Paedagogus.
378	Dromo Servus.
378	Stabularius Hospes.
378	Sannarites Adolescens.
378	Sacerdos.
378	Levita.
393	Saulus.
393	Sosia, Sauli servus.
393	Tranio & Lyco } Sauli satellites.
393	Eulalia, & Theophilus, & Eustachius, & Sophronius, & Macarius, } Christiani.
393	Philippus, Diaconus.
393	Labrax, Lorarius.
393	Nosoponus, & Polidorus, & Philoxenes, } Samaritani cives.
393	Philax, Pharisaeus.
393	Iesus, vox inconspicua.
393	Ananias, & Ignatius, } Christiani.
394	Tobaeus, senex.
394	Tobias, Tobaei filius.
394	Myda, Tobaei puer.
394	Achior, & Aegio, & Nabatus, } tenuioris fortunae homines.
394	Raphael, angelus, adolescentis forma indutus.
394	Anna, Tobaei uxor.
394	Sara, Puella.
394	Raguel, Sarae pater.
394	Edna, Raguelis uxor.
394	Phaedra, & Myrrhina, } Ednae pedissaequae.
394	Sosia, Raguelis servus.
394	Lychas, Raguelis puer.
394	Gabelus, senex.
395	Ananias.
395	Saphira.
395	Petrus.
395	Ioannes.
395	Ionadas.
395	Eustachius.
395	Macarius.
395	Nosoponus.
395	Simeon.
395	Annas.
395	Caiphas.
395	Melchias.
395	Angelus.
395	Sanga.
395	Syrus.
395	Phylax.
395	Gamaliel.
401	Iacobus, & Iosephus, & Isachar, & Danus, & Ruben, & Iudas, & Simeon, & Beniamin, } filij Iacobi.
401	Azer, & Zabulon, & Levi, & Gadus, & Nephtalim, } mutae personae, filij quoque Iacobi.
401	Mercatores duo.
401	Potiphar.
401	Sephira, Potipharis uxor.
401	Syrus, servus.
401	Blepharo, praefectus carceris.
401	Lyconides, pocillator.
401	Dromo, servus.
401	Leonides, dispensator.
403	Naaman, Princeps Syrus.
403	Artemona, Naamanis uxor.
403	Phronesium, puella Iudaica, Artemonae ancilla.
403	Dorio, servus.
403	Sosia, servus.
403	Strato, & Leonidas, & Storax, } Naamanis ministri nobiles.
403	Bromia, ancilla.
403	Syrus, servus.
403	Melchias, Iudaeus.
403	Elisaeus, vates.
419	Prologus.
419	Galenus, pater.
419	Petriscus, filius.
419	Liturgus, servus.
419	Mysandra, mater.
419	Didascalus cum discipulis et puero.
419	Meloclopus, &Argyroclopus } fures.
419	Philochrysium, & Philargyrium} meretrices.
419	Lorarii duo.
419	Gnorimus, senex.
419	Rusticus.
419	Megara.
419	Praetor cum satellitibus.
419	Sycastra, delator.
421	Prologus.
421	Georgus maritus.
421	Andrisca uxor.
421	Byrsocopus maritus.
421	Porna vxor.
421	Hieronymus sacrificus.
421	Caupo.
421	Ponus seruus.
421	Paedifica ancilla.
421	Puer coriarij.
421	Chorus Bacchidum.
421	Alius chorus puerorum.
422	Megadorus senex.
422	Diabolus leno.
422	Hedylogus servus.
422	Gulo parasitus.
422	Sarcophitia meretrix.
422	Cupido, & Bacchus, & Mars, } latrones.
422	Aegio adolescens.
422	Eubolus paedagogus.
422	Dromo servus.
422	Stabularius hospes.
422	Sannarites adolescens.
422	Sacerdos.
422	Levita.
427	Prologus
427	Dromus, servus
427	Bassarus, custos
427	Droma, serva
427	Bassara, uxor
427	Creoborus, parasitus
427	Phorus et Harpax, liberi
427	Aerarius
427	Hieronymus, pastor
427	Chorus ex morionibus,
427	Graidium, anus
427	partim masculis
427	Corasium, puella
427	partim foeminis
427	Euergetes, praeses
427	larvatis.
427	Merimna, uxor.
428	Maria Magdalena.
428	Maria Jacobi.
428	Maria Salome.
428	Gabriel Angelus.
428	Gillo & Casca, Romani milites.
428	D. Maria mater Domini.
428	Joannes.
428	Lucas.
428	Cleophus.
428	Christus apparens.
428	Caiphas.
428	Amos.
428	Petrus.
428	Barptolomaeus.
428	Philippus.
428	Jacobus Justus.
428	Thomas.
428	Nathanael.
428	Osias.
428	Syba, seruus sacerdotis.
431	Umbra Cunimundi.
431	Rosimunda.
431	Diletta.
431	Helmiges.
431	Nobilis.
431	Satellites.
431	Umbra Alboini.
431	Longinus.
431	Senex.
431	Chorus.
432	Palamedes.
432	Phylotas.
432	Fortuna.
432	Usus.
432	Mango.
432	Preco.
432	Sophia.
434	Prologus.
434	Saturninus Caesar
434	Marcus Andronicus Frater Titi And.
434	Titus Andronicus Dux exercitus Rom.
434	Lucius Filius Titi natu maximus.
434	Polander & Melanus & Claudillus & Gradamard } Filii Titi Andron.
434	Ascanius Filiolus Lucii.
434	Rozelina Filia Titi Andron.
434	Bassianus Frater Caesaris. 
434	Thamera Gothiae Regina.
434	Quiro & Demetrius } Filii Tamerae.
434	Aran. Aethiops Dux exercitus Gotth.
434	Aruspex.
434	Quintus Famulus Aran.
434	Tacitus Nuntius.
434	Chorus Romanorum.
434	Chorus Aruspicum.
434	Chorus Gothorum.
434	Chorus Feminarum.
434	Mutae personae:
434	Senatus.
434	Iudices.
434	Quattur Tribuni militum
434	Philippus.
434	Camillus.
451	Tobaeus, senex.
451	Tobias, Tobaei filius.
451	Myda, Tobaei puer.
451	Achior, & Aegio, & Nabatus, } tenuioris fortunae homines.
451	Raphael, angelus, adolescentis forma indutus.
451	Anna, Tobaei uxor.
451	Sara, Puella.
451	Raguel, Sarae pater.
451	Edna, Raguelis uxor.
451	Phaedra, & Myrrhina, } Ednae pedissaequae.
451	Sosia, Raguelis servus.
451	Lychas, Raguelis puer.
451	Gabelus, senex.
462	Manasses.
462	(Baäl).
462	Isaïas.
462	(Moloch).
462	Merodach, Koningh van Babylonien.
465	Tobaeus, senex.
465	Tobias, Tobaei filius.
465	Myda, Tobaei puer.
465	Achior, & Aegio, & Nabathus, } tenuioris fortunae homines.
465	Raphael, genius, adolescentis forma indutus.
465	Anna, Tobaei uxor.
465	Sara, puella.
465	Raguel, Sarae pater.
465	Edna, Raguelis uxor.
465	Phaedra, & Myrrhina, } Ednae pedissequae.
465	Sosia, Raguelis servus.
465	Lychas, Raguelis puer.
465	Gabel, senex.
484	Coroebus, Rusticus.
484	Canthara, Coroebi uxor.
484	Bacchis, & Syra, } meretrices.
484	Chremes, Rusticus.
484	Pinaldus, Lanio.
484	Dorio, Pinaldi famulus,
484	Sostrata, Chremetis uxor.
484	Bernardus, Exorcista.
490	Naaman, Princeps Syrus.
490	Artemona, Naamanis uxor.
490	Phronesium, puella Iudaica Artemonae ancilla.
490	Dorio, servus.
490	Sosia, servus.
490	Strato, & Leonidas, & Storax, } Naamanis ministri nobiles.
490	Bromia, ancilla.
490	Syrus, servus.
490	Melchias, Iudaeus.
490	Elisaeus, vates.
491	Nehemias, pocillator regius.
491	Satibarsanes, aulicus.
491	Hananus, & Sadocus, & Azarias, & Eliasibus, } Iudaei.
491	Birria, servus.
491	Lesbia, ancilla.
491	Gosemus, & Sanaballatus, & Tobias, } Iudaeorum hostes.
491	Simalio, & Sanga, } milites.
494	Tobaeus, senex.
494	Tobias, Tobaei filius.
494	Myda, Tobaei puer.
686	Davus, knecht van Cordia (Crousel Andreas)
494	Achior, & Aegio, & Nabathus, } tenuioris fortunae homines.
494	Raphael, genius, adolescentis forma indutus.
494	Anna, Tobaei uxor.
494	Sara, Puella.
494	Raguel, Sarae pater.
494	Edna, Raguelis uxor.
494	Phaedra, & Myrrhina, } Ednae pedissaequae.
494	Sosia, Raguelis servus.
494	Lychas, Raguelis puer.
494	Gabelus, senex.
518	Prologus cum Moro.
518	Aluta uxor.
518	Heino maritus.
518	Spermologus parasitus.       
518	Harpax scurra.
518	Tolmesia caupona.
518	Ancilla cauponae.
518	Paedium puer.
518	Dromellus servus.
518	Mystotus sacrificus.
518	Grex seu Epilogus.
518	Chorus Mimallonum.
518	Bacchus persona muta.
518	Tribules personae mutae.
523	Prologus cum Morione.
523	Philotecnium mater.
523	Cacolalia mater.
523	Dyscolus scholasticus.
523	Clopicus scholasticus.
523	Aristippus didascalus. cum discipulo.
523	Gaulus leno.
523	Labrax leno.
523	Iudex.
523	Pompus nuncius.
523	Lorarij duo.
523	Lorcaballus diabolus.
523	Marlocappus diabolus.
523	Bromius caupo.
523	Melancia ancilla.
523	Dromella ancilla.
523	Chorus ex Aristippicae scholae auditoribus.
525	Hypomone.
525	Graphe.
525	Iobus cum amicis.
525	Lazarus cum leprosis.
525	David cum Tyrone.
525	Helias.
525	Ioabus.
525	Abisai.
525	Thobias cum filio et nuru.
525	Eneas claudus, cum caecis et arthricis et paralyticis.
525	Penichrus cum filiis prophetarum.
525	Psoroponus, & Orphanus, & Gymnicus, & Phthiroponus } Pauperes.
525	Poëta seu Epilogus.
526	Prologus cum Epilogo.
526	Iesuah.
526	Maria.
526	Elizabeth.
526	Ioannes.
526	Zacharias.
526	Iosephus.
526	Stephanus.
526	Gabriel.
526	[Philippus].
526	Nathanael.
526	Abibas.
526	Iustus.
526	Saul.
526	Gamaliel.
526	Nicodemus.
526	Nabal.
526	Pontifex.
526	Paedisca.
529	Prologus.
529	Laemargus.
529	Tryphera.
529	Oeconomus.
529	Daetrus.
529	Daemones.
529	Thraso.
529	Cynopa.
529	Merimnus cum 4. fratribus.
529	Ancilla.
529	Diaboli. 2.
529	Lazarus.
529	Abraham.
529	Typhlus.
529	Bronchus.
529	Molobrus cum puero.
529	Angeli. 3.
529	Chorus ex pueris et puellis.
533	Iesus.
533	Chorus Iudaearum mulierum.
533	Petrus.
533	Pontius Pilatus.
533	Caïaphas.
533	Iudas.
533	Turba Iudaeorum.
533	Nuntius prior.
533	Nuntius alter.
533	Chorus Romanorum militum.
533	Iosephus Arimathensis. 
533	Nicodemus.
533	Iohannes.
533	Maria Mater Iesu.
534	Iosephus, qui & Sophompaneas.
534	Chorus Aethiopissarum.
534	Ramses curator domus Sophompaneae.
534	Iudas & Ruben } fratres Iosephi.
534	Nuntius.
534	Simeon & Benjamin } fratres Iosephi.
534	Pharao Aegypti rex.
570	Adonibezec, Jacobus Huberti.
570	Judas, veldt-oversten van Israël, Adrianus le Blanc.
570	Simeon, Broeder van Judas, Gerardus Bours.
570	Phinees oppersten Priester, Ludovicus Lensen.
570	Beliad, Waersegger, Philippus Frederix.
570	Eerste Schaduwe van de gedoode Koningen, Franciscus Minkeleers.
570	Tweede Schaduwe van de gedoode Koningen, Petrus Janssens.
686	Morinus, knecht van Mustapha (van Baviere Alexander)
570	Princen van Israël, Joannes Cyrus, Joannes Graven, Henricus Compeers, Joannes van den Broek, Andreas Beckers, Lambertus Lenarts.
570	Princen van Chanaän, Joannes Lenarts, Joannes Royen, Matthaeus Brasseur, Otto Frissen, Joannes Boddewins, Godefridus Gilissen.
571	Fino den dommen [Henricus Damen].
571	Chremes, vader van Fino [Nicolaus Lardinoy].
571	Davus, knecht van Fino [Jacobus Visschers].
571	Phidippus, vriendt van Fino [Petrus van Pelt].
571	Verio, Schout [Josephus Eymael].
571	Tricho, knecht van Pamphilus [Joannes Tuyffers].
571	Geta [Arnoldus Roemers], & Demipho [Henricus van Degenbroek], & Sosia [Mathias Kebers], } Medegesellen van Davus.
571	Pamphilus, Soon van Fino [Christianus van Heer].
571	La Subtilité, Barbier van Fino [Paschasius Bernard].
571	Grita Meyt van Fino [Joannes de Bruyn].
571	Andrapodistes, slaef-bewaerder [Henricus Hendrix].
571	Ustaphat, [Gulielmus de Moffarts], & Byrsus, [Walterus Ruyters], |& Mesuat [Franciscus Overheyden], & Musto [Joannes Didden], } huysgenooten van Andropod. [= Andrapodistes].
580	Valerianus, Coninck van Sicilien.
580	Goddelijcke Rechtveerdigheyt.
580	Garibaldus.
580	Octavius.
580	Mutius.
580	Drusilla.
580	Keyser Iustinianus.
580	Dagobertus, Herder.
581	Nabuchodonosor.
581	Sedecias.
581	Ierememias.
581	Dux Godolias.
581	Nabuzardan.
581	Sarea pontifex.
600	Leopodus, Archidux Austriae.
600	Amantes Commilitones:
600	Franciscus De Solis.
600	Joannes Laurentius.
600	Milites:
600	Nartellus.
600	Diego.
600	Baretti.
600	Polemicus.
600	Evander.
600	Perez.
600	Garcias.
600	Codrullos.
600	Furius.
600	Irussa.
600	Boguez.
600	Ivador.
605	Iocasta.
605	Senex educator Antigones.
605	Antigone.
605	Chorus Phoenissarum.
605	Polynices.
605	Eteocles.
605	Creon.
605	Menoeceus.
605	Tiresias.
605	Nuntius.
605	Alter Nuntius.
605	Oedipus.
607	Jugurtha.
607	Marius.
607	Crispus.
607	Sylla.
607	Cimber.
610	Iocasta
610	Senex educator Antigones
610	Antigone
610	Chorus Phoenissarum
610	Polynices
610	Eteocles
610	Creon
610	Meneceus
610	Tiresias
610	Nuntius
610	Alter Nuntius
610	Oedipus
615	Joiada.
615	Joas.
615	Ochozias.
615	Zacharias.
615	Hazaël.
615	Amasias.
615	Divina Justitia.
616	David.
616	Philistaeus.
616	Saül.
616	Jonathas.
644	Manasses, Coninck van Iuda.
644	Merodach, Coninck van Babylonien.
657	Rosimunda.
657	Sigismundus.
657	Sigericus.
657	Sigebertus.
657	Gontranus.
657	Avitus.
657	Daphnis.
657	Clodomirus.
657	Goddelijcke Rechtveirdigheydt.
675	Alexander.
675	Clytus.
675	Bacchus.
686	Daniel, Propheet (Roens Petrus)
686	Darius, Koning van Babylon (Pauwels Petrus)
686	Astyages, Soon van Darius (Lenglé Ludovicus)
686	Gazabar, Eerste Hoveling (Corti(j)l Ludovicus)
686	Mithridates, Eerste Hoveling (van Cappel Balthasar)
686	Josedecus, getrouwen vriend van Daniel  (de Latere de Fignies Ernestus)
686	Phraortes, Hoofdman van de lijfwacht des Konings  (vander Mersch Jacobus)
686	Chremes, vader van Cordia (Morel Antonius)
686	Cordia, Vader van pamphilus (Houssey Thomas)
686	Pamphilus, Soon van Cordia (Brix Franciscus)
686	Alaphir, Hoofd-schout (van Cappel Balthasar)
686	Agrippa,  Slaef-bewaerder (de Valckenare Adrianus)
686	Demipho, Vrind van Chremes (Maes Petrus)
686	Cheria, vriend van Cordia (de Fignies Henricus)
686	Sosia, kuiper (Ballion Ludovicus)
686	Stasimus, schipper (de Bender Marcus)
686	Strobulus, knecht van Agrippa (de Fignies Henricus)
693	Astyages, Rex Medorum & Persarum.
693	Cyrus, Cambysis
729	Gillot, Medecin malgré lui.
729	Dorimene, femme de Gillot.
729	M. Robert, Voisin de Gillot.
729	Sostrate, Pere de Beline.
729	Harpin & Adraste & L’Olive & Jolicœur, Valets de Sostrate.
729	M. Moron, ami de Sostrate.
729	Beline, fille de Sostrate.
729	Lentule, amant de Bline.
729	Geronte, Païsan.
729	Perrin & Clitandre, Fils de Gironte.
731	L’Amour divin (Olieu Pierre)
731	Abraham 2 (le Clere Honoré)
731	Isaac 2 (Bulloot Pierre-Hyacinthe 2
731	Naar 2 (Maroote Louis 2
731	Obed 2 (van Strazeele Jean 2
731	Ange 2 (Mersseman Ignace 2
731	Sara 2 (vander Veene Jean-Ignace 2
731	Giota 2 (Waryn Pierre 2
731	Eliezer 2 (van de Walle Cornille 2
731	Aezer 2 (Behagel Pierre 2
